name,calling_id,start_date,primary
Dieter F. Uchtdorf,6,2 Oct 2004,1
David A. Bednar,6,7 Oct 2004,1
Quentin L. Cook,6,6 Oct 2007,1
Neil L. Andersen,6,4 Apr 2009,1
Ronald A. Rasband,6,3 Oct 2015,1
Gary E. Stevenson,6,3 Oct 2015,1
Dale G. Renlund,6,3 Oct 2015,1
Gerrit W. Gong,6,31 Mar 2018,1
Ulisses Soares,6,31 Mar 2018,1
Patrick Kearon,6,7 Dec 2023,1
Gérald Caussé,6,6 Nov 2025,1
Clark G. Gilbert,6,11 Feb 2026,1
